id,label,comment,subTypeOf,enumerationtype,equivalentClass,properties,subTypes,supersedes,supersededBy,isPartOf
https://schema.org/3DModel,3DModel,"3Dモデルは、何らかの3Dコンテンツを表し、1つ以上の<a class=""localLink"" href=""https://schema.org/MediaObject"">MediaObject</a>内に<a class=""localLink"" href=""https://schema.org/encoding"">encoding</a>sを持つ可能性があります。多くの3D形式が利用可能です（例：<a href=""https://en.wikipedia.org/wiki/Category:3D_graphics_file_formats"">Wikipedia</a>を参照）；特定のエンコーディング形式は、関連する<a class=""localLink"" href=""https://schema.org/MediaObject"">MediaObject</a>に適用された<a class=""localLink"" href=""https://schema.org/encodingFormat"">encodingFormat</a>プロパティを使用して表現できます。Zip圧縮後に公開された単一ファイルの場合、<a class=""localLink"" href=""https://schema.org/encodingFormat"">encodingFormat</a>に'+zip'を付加する規約を使用できます。地理空間、AR/VR、芸術/アニメーション、ゲーム、エンジニアリング、科学的なコンテンツはすべて<a class=""localLink"" href=""https://schema.org/3DModel"">3DModel</a>を使用して表現できます。",https://schema.org/MediaObject,,,"https://schema.org/about, https://schema.org/abstract, https://schema.org/accessMode, https://schema.org/accessModeSufficient, https://schema.org/accessibilityAPI, https://schema.org/accessibilityControl, https://schema.org/accessibilityFeature, https://schema.org/accessibilityHazard, https://schema.org/accessibilitySummary, https://schema.org/accountablePerson, https://schema.org/acquireLicensePage, https://schema.org/additionalType, https://schema.org/aggregateRating, https://schema.org/alternateName, https://schema.org/alternativeHeadline, https://schema.org/assesses, https://schema.org/associatedArticle, https://schema.org/associatedMedia, https://schema.org/audience, https://schema.org/audio, https://schema.org/author, https://schema.org/award, https://schema.org/awards, https://schema.org/bitrate, https://schema.org/character, https://schema.org/citation, https://schema.org/comment, https://schema.org/commentCount, https://schema.org/conditionsOfAccess, https://schema.org/contentLocation, https://schema.org/contentRating, https://schema.org/contentReferenceTime, https://schema.org/contentSize, https://schema.org/contentUrl, https://schema.org/contributor, https://schema.org/copyrightHolder, https://schema.org/copyrightNotice, https://schema.org/copyrightYear, https://schema.org/correction, https://schema.org/creativeWorkStatus, https://schema.org/creator, https://schema.org/creditText, https://schema.org/dateCreated, https://schema.org/dateModified, https://schema.org/datePublished, https://schema.org/description, https://schema.org/disambiguatingDescription, https://schema.org/discussionUrl, https://schema.org/duration, https://schema.org/editEIDR, https://schema.org/editor, https://schema.org/educationalAlignment, https://schema.org/educationalLevel, https://schema.org/educationalUse, https://schema.org/embedUrl, https://schema.org/encodesCreativeWork, https://schema.org/encoding, https://schema.org/encodingFormat, https://schema.org/encodings, https://schema.org/endTime, https://schema.org/exampleOfWork, https://schema.org/expires, https://schema.org/fileFormat, https://schema.org/funder, https://schema.org/genre, https://schema.org/hasPart, https://schema.org/headline, https://schema.org/height, https://schema.org/identifier, https://schema.org/image, https://schema.org/inLanguage, https://schema.org/ineligibleRegion, https://schema.org/interactionStatistic, https://schema.org/interactivityType, https://schema.org/isAccessibleForFree, https://schema.org/isBasedOn, https://schema.org/isBasedOnUrl, https://schema.org/isFamilyFriendly, https://schema.org/isPartOf, https://schema.org/isResizable, https://schema.org/keywords, https://schema.org/learningResourceType, https://schema.org/license, https://schema.org/locationCreated, https://schema.org/mainEntity, https://schema.org/mainEntityOfPage, https://schema.org/maintainer, https://schema.org/material, https://schema.org/materialExtent, https://schema.org/mentions, https://schema.org/name, https://schema.org/offers, https://schema.org/pattern, https://schema.org/playerType, https://schema.org/position, https://schema.org/potentialAction, https://schema.org/producer, https://schema.org/productionCompany, https://schema.org/provider, https://schema.org/publication, https://schema.org/publisher, https://schema.org/publisherImprint, https://schema.org/publishingPrinciples, https://schema.org/recordedAt, https://schema.org/regionsAllowed, https://schema.org/releasedEvent, https://schema.org/requiresSubscription, https://schema.org/review, https://schema.org/reviews, https://schema.org/sameAs, https://schema.org/schemaVersion, https://schema.org/sdDatePublished, https://schema.org/sdLicense, https://schema.org/sdPublisher, https://schema.org/size, https://schema.org/sourceOrganization, https://schema.org/spatial, https://schema.org/spatialCoverage, https://schema.org/sponsor, https://schema.org/startTime, https://schema.org/subjectOf, https://schema.org/teaches, https://schema.org/temporal, https://schema.org/temporalCoverage, https://schema.org/text, https://schema.org/thumbnailUrl, https://schema.org/timeRequired, https://schema.org/translationOfWork, https://schema.org/translator, https://schema.org/typicalAgeRange, https://schema.org/uploadDate, https://schema.org/url, https://schema.org/usageInfo, https://schema.org/version, https://schema.org/video, https://schema.org/width, https://schema.org/workExample, https://schema.org/workTranslation",,,,
https://schema.org/AMRadioChannel,AMRadioChannel,AM放送局。,https://schema.org/RadioChannel,,,"https://schema.org/additionalType, https://schema.org/alternateName, https://schema.org/broadcastChannelId, https://schema.org/broadcastFrequency, https://schema.org/broadcastServiceTier, https://schema.org/description, https://schema.org/disambiguatingDescription, https://schema.org/genre, https://schema.org/identifier, https://schema.org/image, https://schema.org/inBroadcastLineup, https://schema.org/mainEntityOfPage, https://schema.org/name, https://schema.org/potentialAction, https://schema.org/providesBroadcastService, https://schema.org/sameAs, https://schema.org/subjectOf, https://schema.org/url",,,,
https://schema.org/APIReference,APIReference,"アプリケーションプログラミングインターフェース (API) の参照ドキュメント。",https://schema.org/TechArticle,,,"https://schema.org/about, https://schema.org/abstract, https://schema.org/accessMode, https://schema.org/accessModeSufficient, https://schema.org/accessibilityAPI, https://schema.org/accessibilityControl, https://schema.org/accessibilityFeature, https://schema.org/accessibilityHazard, https://schema.org/accessibilitySummary, https://schema.org/accountablePerson, https://schema.org/acquireLicensePage, https://schema.org/additionalType, https://schema.org/aggregateRating, https://schema.org/alternateName, https://schema.org/alternativeHeadline, https://schema.org/articleBody, https://schema.org/articleSection, https://schema.org/assembly, https://schema.org/assemblyVersion, https://schema.org/assesses, https://schema.org/associatedMedia, https://schema.org/audience, https://schema.org/audio, https://schema.org/author, https://schema.org/award, https://schema.org/awards, https://schema.org/backstory, https://schema.org/character, https://schema.org/citation, https://schema.org/comment, https://schema.org/commentCount, https://schema.org/conditionsOfAccess, https://schema.org/contentLocation, https://schema.org/contentRating, https://schema.org/contentReferenceTime, https://schema.org/contributor, https://schema.org/copyrightHolder, https://schema.org/copyrightNotice, https://schema.org/copyrightYear, https://schema.org/correction, https://schema.org/creativeWorkStatus, https://schema.org/creator, https://schema.org/creditText, https://schema.org/dateCreated, https://schema.org/dateModified, https://schema.org/datePublished, https://schema.org/dependencies, https://schema.org/description, https://schema.org/disambiguatingDescription, https://schema.org/discussionUrl, https://schema.org/editEIDR, https://schema.org/editor, https://schema.org/educationalAlignment, https://schema.org/educationalLevel, https://schema.org/educationalUse, https://schema.org/encoding, https://schema.org/encodingFormat, https://schema.org/encodings, https://schema.org/exampleOfWork, https://schema.org/executableLibraryName, https://schema.org/expires, https://schema.org/fileFormat, https://schema.org/funder, https://schema.org/genre, https://schema.org/hasPart, https://schema.org/headline, https://schema.org/identifier, https://schema.org/image, https://schema.org/inLanguage, https://schema.org/interactionStatistic, https://schema.org/interactivityType, https://schema.org/isAccessibleForFree, https://schema.org/isBasedOn, https://schema.org/isBasedOnUrl, https://schema.org/isFamilyFriendly, https://schema.org/isPartOf, https://schema.org/keywords, https://schema.org/learningResourceType, https://schema.org/license, https://schema.org/locationCreated, https://schema.org/mainEntity, https://schema.org/mainEntityOfPage, https://schema.org/maintainer, https://schema.org/material, https://schema.org/materialExtent, https://schema.org/mentions, https://schema.org/name, https://schema.org/offers, https://schema.org/pageEnd, https://schema.org/pageStart, https://schema.org/pagination, https://schema.org/pattern, https://schema.org/position, https://schema.org/potentialAction, https://schema.org/producer, https://schema.org/proficiencyLevel, https://schema.org/programmingModel, https://schema.org/provider, https://schema.org/publication, https://schema.org/publisher, https://schema.org/publisherImprint, https://schema.org/publishingPrinciples, https://schema.org/recordedAt, https://schema.org/releasedEvent, https://schema.org/review, https://schema.org/reviews, https://schema.org/sameAs, https://schema.org/schemaVersion, https://schema.org/sdDatePublished, https://schema.org/sdLicense, https://schema.org/sdPublisher, https://schema.org/size, https://schema.org/sourceOrganization, https://schema.org/spatial, https://schema.org/spatialCoverage, https://schema.org/speakable, https://schema.org/sponsor, https://schema.org/subjectOf, https://schema.org/targetPlatform, https://schema.org/teaches, https://schema.org/temporal, https://schema.org/temporalCoverage, https://schema.org/text, https://schema.org/thumbnailUrl, https://schema.org/timeRequired, https://schema.org/translationOfWork, https://schema.org/translator, https://schema.org/typicalAgeRange, https://schema.org/url, https://schema.org/usageInfo, https://schema.org/version, https://schema.org/video, https://schema.org/wordCount, https://schema.org/workExample, https://schema.org/workTranslation",,,,
https://schema.org/Abdomen,Abdomen,腹部の臨床検査。,https://schema.org/PhysicalExam,https://schema.org/PhysicalExam,,,,,,
https://schema.org/AboutPage,AboutPage,"ウェブページのタイプ: Aboutページ。",https://schema.org/WebPage,,,"https://schema.org/about, https://schema.org/abstract, https://schema.org/accessMode, https://schema.org/accessModeSufficient, https://schema.org/accessibilityAPI, https://schema.org/accessibilityControl, https://schema.org/accessibilityFeature, https://schema.org/accessibilityHazard, https://schema.org/accessibilitySummary, https://schema.org/accountablePerson, https://schema.org/acquireLicensePage, https://schema.org/additionalType, https://schema.org/aggregateRating, https://schema.org/alternateName, https://schema.org/alternativeHeadline, https://schema.org/assesses, https://schema.org/associatedMedia, https://schema.org/audience, https://schema.org/audio, https://schema.org/author, https://schema.org/award, https://schema.org/awards, https://schema.org/breadcrumb, https://schema.org/character, https://schema.org/citation, https://schema.org/comment, https://schema.org/commentCount, https://schema.org/conditionsOfAccess, https://schema.org/contentLocation, https://schema.org/contentRating, https://schema.org/contentReferenceTime, https://schema.org/contributor, https://schema.org/copyrightHolder, https://schema.org/copyrightNotice, https://schema.org/copyrightYear, https://schema.org/correction, https://schema.org/creativeWorkStatus, https://schema.org/creator, https://schema.org/creditText, https://schema.org/dateCreated, https://schema.org/dateModified, https://schema.org/datePublished, https://schema.org/description, https://schema.org/disambiguatingDescription, https://schema.org/discussionUrl, https://schema.org/editEIDR, https://schema.org/editor, https://schema.org/educationalAlignment, https://schema.org/educationalLevel, https://schema.org/educationalUse, https://schema.org/encoding, https://schema.org/encodingFormat, https://schema.org/encodings, https://schema.org/exampleOfWork, https://schema.org/expires, https://schema.org/fileFormat, https://schema.org/funder, https://schema.org/genre, https://schema.org/hasPart, https://schema.org/headline, https://schema.org/identifier, https://schema.org/image, https://schema.org/inLanguage, https://schema.org/interactionStatistic, https://schema.org/interactivityType, https://schema.org/isAccessibleForFree, https://schema.org/isBasedOn, https://schema.org/isBasedOnUrl, https://schema.org/isFamilyFriendly, https://schema.org/isPartOf, https://schema.org/keywords, https://schema.org/lastReviewed, https://schema.org/learningResourceType, https://schema.org/license, https://schema.org/locationCreated, https://schema.org/mainContentOfPage, https://schema.org/mainEntity, https://schema.org/mainEntityOfPage, https://schema.org/maintainer, https://schema.org/material, https://schema.org/materialExtent, https://schema.org/mentions, https://schema.org/name, https://schema.org/offers, https://schema.org/pattern, https://schema.org/position, https://schema.org/potentialAction, https://schema.org/primaryImageOfPage, https://schema.org/producer, https://schema.org/provider, https://schema.org/publication, https://schema.org/publisher, https://schema.org/publisherImprint, https://schema.org/publishingPrinciples, https://schema.org/recordedAt, https://schema.org/relatedLink, https://schema.org/releasedEvent, https://schema.org/review, https://schema.org/reviewedBy, https://schema.org/reviews, https://schema.org/sameAs, https://schema.org/schemaVersion, https://schema.org/sdDatePublished, https://schema.org/sdLicense, https://schema.org/sdPublisher, https://schema.org/significantLink, https://schema.org/significantLinks, https://schema.org/size, https://schema.org/sourceOrganization, https://schema.org/spatial, https://schema.org/spatialCoverage, https://schema.org/speakable, https://schema.org/specialty, https://schema.org/sponsor, https://schema.org/subjectOf, https://schema.org/teaches, https://schema.org/temporal, https://schema.org/temporalCoverage, https://schema.org/text, https://schema.org/thumbnailUrl, https://schema.org/timeRequired, https://schema.org/translationOfWork, https://schema.org/translator, https://schema.org/typicalAgeRange, https://schema.org/url, https://schema.org/usageInfo, https://schema.org/version, https://schema.org/video, https://schema.org/workExample, https://schema.org/workTranslation",,,,
https://schema.org/AcceptAction,AcceptAction,"オブジェクトへのコミット/採用行為。<br/><br/>

関連アクション：<br/><br/>

<ul>
<li><a class=""localLink"" href=""https://schema.org/RejectAction"">RejectAction</a>: AcceptActionの対義語。</li>
</ul>",https://schema.org/AllocateAction,,,"https://schema.org/actionStatus, https://schema.org/additionalType, https://schema.org/agent, https://schema.org/alternateName, https://schema.org/description, https://schema.org/disambiguatingDescription, https://schema.org/endTime, https://schema.org/error, https://schema.org/identifier, https://schema.org/image, https://schema.org/instrument, https://schema.org/location, https://schema.org/mainEntityOfPage, https://schema.org/name, https://schema.org/object, https://schema.org/participant, https://schema.org/potentialAction, https://schema.org/result, https://schema.org/sameAs, https://schema.org/startTime, https://schema.org/subjectOf, https://schema.org/target, https://schema.org/url",,,,
https://schema.org/Accommodation,Accommodation,"宿泊施設とは、ホテルの一室、キャンプ場、会議室など、人間が滞在できる場所のことです。多くの宿泊施設は一泊滞在を目的としていますが、必須要件ではありません。
schema.orgで定義されていないより具体的な種類の宿泊施設については、外部ボキャブラリーとともにadditionalTypeを使用できます。
<br /><br />
ホテルやその他の宿泊施設のマークアップにおけるschema.orgの使用に関する<a href=""https://schema.org/docs/hotels.html"">専用ドキュメントも参照してください</a>。",https://schema.org/Place,,,"https://schema.org/accommodationCategory, https://schema.org/accommodationFloorPlan, https://schema.org/additionalProperty, https://schema.org/additionalType, https://schema.org/address, https://schema.org/aggregateRating, https://schema.org/alternateName, https://schema.org/amenityFeature, https://schema.org/branchCode, https://schema.org/containedIn, https://schema.org/containedInPlace, https://schema.org/containsPlace, https://schema.org/description, https://schema.org/disambiguatingDescription, https://schema.org/event, https://schema.org/events, https://schema.org/faxNumber, https://schema.org/floorLevel, https://schema.org/floorSize, https://schema.org/geo, https://schema.org/geoContains, https://schema.org/geoCoveredBy, https://schema.org/geoCovers, https://schema.org/geoCrosses, https://schema.org/geoDisjoint, https://schema.org/geoEquals, https://schema.org/geoIntersects, https://schema.org/geoOverlaps, https://schema.org/geoTouches, https://schema.org/geoWithin, https://schema.org/globalLocationNumber, https://schema.org/hasDriveThroughService, https://schema.org/hasMap, https://schema.org/identifier, https://schema.org/image, https://schema.org/isAccessibleForFree, https://schema.org/isicV4, https://schema.org/latitude, https://schema.org/leaseLength, https://schema.org/logo, https://schema.org/longitude, https://schema.org/mainEntityOfPage, https://schema.org/map, https://schema.org/maps, https://schema.org/maximumAttendeeCapacity, https://schema.org/name, https://schema.org/numberOfBathroomsTotal, https://schema.org/numberOfBedrooms, https://schema.org/numberOfFullBathrooms, https://schema.org/numberOfPartialBathrooms, https://schema.org/numberOfRooms, https://schema.org/openingHoursSpecification, https://schema.org/permittedUsage, https://schema.org/petsAllowed, https://schema.org/photo, https://schema.org/photos, https://schema.org/potentialAction, https://schema.org/publicAccess, https://schema.org/review, https://schema.org/reviews, https://schema.org/sameAs, https://schema.org/slogan, https://schema.org/smokingAllowed, https://schema.org/specialOpeningHoursSpecification, https://schema.org/subjectOf, https://schema.org/telephone, https://schema.org/tourBookingPage, https://schema.org/url, https://schema.org/yearBuilt","https://schema.org/Apartment, https://schema.org/CampingPitch, https://schema.org/House, https://schema.org/Room, https://schema.org/Suite",,,
https://schema.org/AccountingService,AccountingService,"会計事業。<br/><br/>

<a class=""localLink"" href=""https://schema.org/LocalBusiness"">LocalBusiness</a> としては、1つ以上の <a class=""localLink"" href=""https://schema.org/Service"">Service</a>(s) の <a class=""localLink"" href=""https://schema.org/provider"">provider</a> と記述できます。",https://schema.org/FinancialService,,,"https://schema.org/actionableFeedbackPolicy, https://schema.org/additionalProperty, https://schema.org/additionalType, https://schema.org/address, https://schema.org/aggregateRating, https://schema.org/alternateName, https://schema.org/alumni, https://schema.org/amenityFeature, https://schema.org/areaServed, https://schema.org/award, https://schema.org/awards, https://schema.org/branchCode, https://schema.org/branchOf, https://schema.org/brand, https://schema.org/contactPoint, https://schema.org/contactPoints, https://schema.org/containedIn, https://schema.org/containedInPlace, https://schema.org/containsPlace, https://schema.org/correctionsPolicy, https://schema.org/currenciesAccepted, https://schema.org/department, https://schema.org/description, https://schema.org/disambiguatingDescription, https://schema.org/dissolutionDate, https://schema.org/diversityPolicy, https://schema.org/diversityStaffingReport, https://schema.org/duns, https://schema.org/email, https://schema.org/employee, https://schema.org/employees, https://schema.org/ethicsPolicy, https://schema.org/event, https://schema.org/events, https://schema.org/faxNumber, https://schema.org/feesAndCommissionsSpecification, https://schema.org/founder, https://schema.org/founders, https://schema.org/foundingDate, https://schema.org/foundingLocation, https://schema.org/funder, https://schema.org/geo, https://schema.org/geoContains, https://schema.org/geoCoveredBy, https://schema.org/geoCovers, https://schema.org/geoCrosses, https://schema.org/geoDisjoint, https://schema.org/geoEquals, https://schema.org/geoIntersects, https://schema.org/geoOverlaps, https://schema.org/geoTouches, https://schema.org/geoWithin, https://schema.org/globalLocationNumber, https://schema.org/hasCredential, https://schema.org/hasDriveThroughService, https://schema.org/hasMap, https://schema.org/hasMerchantReturnPolicy, https://schema.org/hasOfferCatalog, https://schema.org/hasPOS, https://schema.org/hasProductReturnPolicy, https://schema.org/identifier, https://schema.org/image, https://schema.org/interactionStatistic, https://schema.org/isAccessibleForFree, https://schema.org/isicV4, https://schema.org/knowsAbout, https://schema.org/knowsLanguage, https://schema.org/latitude, https://schema.org/legalName, https://schema.org/leiCode, https://schema.org/location, https://schema.org/logo, https://schema.org/longitude, https://schema.org/mainEntityOfPage, https://schema.org/makesOffer, https://schema.org/map, https://schema.org/maps, https://schema.org/maximumAttendeeCapacity, https://schema.org/member, https://schema.org/memberOf, https://schema.org/members, https://schema.org/naics, https://schema.org/name, https://schema.org/nonprofitStatus, https://schema.org/numberOfEmployees, https://schema.org/openingHours, https://schema.org/openingHoursSpecification, https://schema.org/ownershipFundingInfo, https://schema.org/owns, https://schema.org/parentOrganization, https://schema.org/paymentAccepted, https://schema.org/photo, https://schema.org/photos, https://schema.org/potentialAction, https://schema.org/priceRange, https://schema.org/publicAccess, https://schema.org/publishingPrinciples, https://schema.org/review, https://schema.org/reviews, https://schema.org/sameAs, https://schema.org/seeks, https://schema.org/serviceArea, https://schema.org/slogan, https://schema.org/smokingAllowed, https://schema.org/specialOpeningHoursSpecification, https://schema.org/sponsor, https://schema.org/subOrganization, https://schema.org/subjectOf, https://schema.org/taxID, https://schema.org/telephone, https://schema.org/tourBookingPage, https://schema.org/unnamedSourcesPolicy, https://schema.org/url, https://schema.org/vatID",,,,
https://schema.org/AchieveAction,AchieveAction,以前の努力によって何かを成し遂げる行為。それは継続的なプロセスではなく、瞬間的な行動である。,https://schema.org/Action,,,"https://schema.org/actionStatus, https://schema.org/additionalType, https://schema.org/agent, https://schema.org/alternateName, https://schema.org/description, https://schema.org/disambiguatingDescription, https://schema.org/endTime, https://schema.org/error, https://schema.org/identifier, https://schema.org/image, https://schema.org/instrument, https://schema.org/location, https://schema.org/mainEntityOfPage, https://schema.org/name, https://schema.org/object, https://schema.org/participant, https://schema.org/potentialAction, https://schema.org/result, https://schema.org/sameAs, https://schema.org/startTime, https://schema.org/subjectOf, https://schema.org/target, https://schema.org/url","https://schema.org/LoseAction, https://schema.org/TieAction, https://schema.org/WinAction",,,
https://schema.org/Action,Action,"直接的な主体と間接的な参加者によって直接目的語に対して行われるアクション。オプションで、不活発な道具の助けを借りて特定の場所で発生します。アクションの実行は結果を生み出す可能性があります。具体的なアクションサブタイプドキュメントは、各引数/役割に対する正確な期待を規定します。<br/><br/>

関連項目：<a href=""http://blog.schema.org/2014/04/announcing-schemaorg-actions.html"">ブログ投稿</a>および<a href=""https://schema.org/docs/actions.html"">アクション概要ドキュメント</a>。",https://schema.org/Thing,,,"https://schema.org/actionStatus, https://schema.org/additionalType, https://schema.org/agent, https://schema.org/alternateName, https://schema.org/description, https://schema.org/disambiguatingDescription, https://schema.org/endTime, https://schema.org/error, https://schema.org/identifier, https://schema.org/image, https://schema.org/instrument, https://schema.org/location, https://schema.org/mainEntityOfPage, https://schema.org/name, https://schema.org/object, https://schema.org/participant, https://schema.org/potentialAction, https://schema.org/result, https://schema.org/sameAs, https://schema.org/startTime, https://schema.org/subjectOf, https://schema.org/target, https://schema.org/url","https://schema.org/AchieveAction, https://schema.org/AssessAction, https://schema.org/ConsumeAction, https://schema.org/ControlAction, https://schema.org/CreateAction, https://schema.org/FindAction, https://schema.org/InteractAction, https://schema.org/MoveAction, https://schema.org/OrganizeAction, https://schema.org/PlayAction, https://schema.org/SearchAction, https://schema.org/SeekToAction, https://schema.org/SolveMathAction, https://schema.org/TradeAction, https://schema.org/TransferAction, https://schema.org/UpdateAction",,,
